gene,ensembl_base,gene_length,gene_type
FAM131C,ENSG00000185519,15864,protein_coding
EPHA2,ENSG00000142627,31751,protein_coding
RP11-276H7.2,ENSG00000227959,2119,antisense
RP11-276H7.3,ENSG00000224621,2618,antisense
ARHGEF19-AS1,ENSG00000234166,504,antisense
ARHGEF19,ENSG00000142632,14756,protein_coding
ANO7P1,ENSG00000237276,12119,transcribed_unprocessed_pseudogene
RSG1,ENSG00000132881,5463,protein_coding
MT1XP1,ENSG00000233929,186,processed_pseudogene
FBXO42,ENSG00000037637,105616,protein_coding
SZRD1,ENSG00000055070,45571,protein_coding
RP11-430L17.1,ENSG00000226457,381,processed_pseudogene
SPATA21,ENSG00000187144,50308,protein_coding
AL358794.1,ENSG00000281598,76,miRNA
NECAP2,ENSG00000157191,19407,protein_coding
RP4-798A10.2,ENSG00000226029,7534,lincRNA
CROCCP3,ENSG00000080947,31822,transcribed_unprocessed_pseudogene
RNU1-1,ENSG00000206652,164,snRNA
RP4-798A10.7,ENSG00000261135,1110,lincRNA
RP4-798A10.4,ENSG00000224174,1103,lincRNA
RP5-875O13.1,ENSG00000233421,2287,lincRNA
RNU1-6P,ENSG00000277344,144,snRNA
FAM231C,ENSG00000268991,510,protein_coding
RP5-875O13.6,ENSG00000225710,3881,unprocessed_pseudogene
AL355149.1,ENSG00000266584,74,miRNA
NBPF1,ENSG00000219481,51244,protein_coding
RP5-1182A14.5,ENSG00000271732,339,lincRNA
CROCCP2,ENSG00000282056,9682,transcribed_unprocessed_pseudogene
CROCCP2,ENSG00000215908,15014,transcribed_unprocessed_pseudogene
MST1P2,ENSG00000186301,4668,unprocessed_pseudogene
RP1-163M9.8,ENSG00000282143,10646,lincRNA
RNU1-3,ENSG00000207513,164,snRNA
FAM231A,ENSG00000237847,510,protein_coding
RP5-875O13.7,ENSG00000280114,7653,unprocessed_pseudogene
AL021920.1,ENSG00000264742,74,miRNA
EIF1AXP1,ENSG00000236698,435,processed_pseudogene
ESPNP,ENSG00000268869,32819,transcribed_unprocessed_pseudogene
RP1-163M9.7,ENSG00000279151,4049,lincRNA
RP5-1182A14.6,ENSG00000279132,511,protein_coding
RP5-1182A14.7,ENSG00000282740,10652,lincRNA
CROCC,ENSG00000058453,232707,protein_coding
CROCCP4,ENSG00000227684,10689,transcribed_unprocessed_pseudogene
RNU1-4,ENSG00000207389,164,snRNA
MST1L,ENSG00000186715,15328,transcribed_unprocessed_pseudogene
RP11-108M9.1,ENSG00000223643,1873,lincRNA
RP11-108M9.2,ENSG00000230239,3878,lincRNA
MIR3675,ENSG00000263811,73,miRNA
RP11-108M9.3,ENSG00000228549,3148,lincRNA
RNU1-5P,ENSG00000277234,144,snRNA
RP11-108M9.4,ENSG00000238142,1112,lincRNA
RP11-108M9.5,ENSG00000235241,508,processed_pseudogene
RNU1-2,ENSG00000207005,164,snRNA
RP11-108M9.6,ENSG00000272426,438,lincRNA
MFAP2,ENSG00000117122,6334,protein_coding
RP1-37C10.3,ENSG00000226526,26166,antisense
ATP13A2,ENSG00000159363,25971,protein_coding
SDHB,ENSG00000117118,35449,protein_coding
PADI2,ENSG00000117115,52675,protein_coding
Y_RNA,ENSG00000281330,88,misc_RNA
RP11-380J14.1,ENSG00000204362,7835,lincRNA
PADI1,ENSG00000142623,40880,protein_coding
PADI3,ENSG00000142619,35136,protein_coding
MIR3972,ENSG00000266634,87,miRNA
PADI4,ENSG00000159339,55810,protein_coding
AC004824.2,ENSG00000280226,2785,protein_coding
PADI6,ENSG00000276747,29504,protein_coding
RP1-20B21.4,ENSG00000227751,623,antisense
RCC2,ENSG00000179051,32965,protein_coding
AC004824.1,ENSG00000266727,64,miRNA
ARHGEF10L,ENSG00000074964,158040,protein_coding
RP11-473A10.2,ENSG00000236648,32292,lincRNA
AL136529.1,ENSG00000278471,54,miRNA
ACTL8,ENSG00000117148,71751,protein_coding
RP11-174G17.2,ENSG00000261781,8756,lincRNA
IGSF21,ENSG00000117154,270738,protein_coding
RP11-174G17.3,ENSG00000280222,6473,TEC
RP11-174G17,ENSG00000230035,12418,antisense
RP11-422P22.1,ENSG00000225387,2686,lincRNA
KLHDC7A,ENSG00000179023,5145,protein_coding
DYNLL1P3,ENSG00000235282,266,processed_pseudogene
RP1-8B22.2,ENSG00000225478,223,processed_pseudogene
PAX7,ENSG00000009709,117861,protein_coding
TAS1R2,ENSG00000179002,20084,protein_coding
RP13-279N23.2,ENSG00000255275,71849,protein_coding
ALDH4A1,ENSG00000159423,31352,protein_coding
MIR4695,ENSG00000265606,74,miRNA
MIR1290,ENSG00000221662,78,miRNA
IFFO2,ENSG00000169991,52406,protein_coding
RP5-1126H10.2,ENSG00000272084,3402,3prime_overlapping_ncrna
UBR4,ENSG00000127481,135771,protein_coding
RP1-43E13.2,ENSG00000230424,30204,antisense
EMC1,ENSG00000127463,35889,protein_coding
MRTO4,ENSG00000053372,8590,protein_coding
AKR7L,ENSG00000211454,8213,polymorphic_pseudogene
AKR7A3,ENSG00000162482,6693,protein_coding
RP4-657E11.10,ENSG00000270728,824,processed_pseudogene
AKR7A2,ENSG00000053371,8182,protein_coding
RNU6-1099P,ENSG00000200403,107,snRNA
PQLC2,ENSG00000040487,16975,protein_coding
CAPZB,ENSG00000077549,146764,protein_coding
RN7SL277P,ENSG00000240490,288,misc_RNA
RNU4-28P,ENSG00000201609,141,snRNA
RP5-1056L3.1,ENSG00000235185,5031,antisense
MINOS1,ENSG00000173436,32845,protein_coding
MINOS1-NBL1,ENSG00000270136,61078,protein_coding
RP5-1056L3.3,ENSG00000226396,455,processed_pseudogene
NBL1,ENSG00000158747,17903,protein_coding
HTR6,ENSG00000158748,14276,protein_coding
TMCO4,ENSG00000162542,117733,protein_coding
RNF186,ENSG00000178828,1250,protein_coding
RP11-91K11.2,ENSG00000235434,5136,antisense
OTUD3,ENSG00000169914,30433,protein_coding
PLA2G2E,ENSG00000188784,3609,protein_coding
RN7SL304P,ENSG00000242688,301,misc_RNA
PLA2G2A,ENSG00000188257,4986,protein_coding
PLA2G5,ENSG00000127472,63012,protein_coding
PLA2G2D,ENSG00000117215,7628,protein_coding
PLA2G2F,ENSG00000158786,11061,protein_coding
RP3-340N1.2,ENSG00000227066,6231,lincRNA
PLA2G2C,ENSG00000187980,16172,protein_coding
UBXN10-AS1,ENSG00000225986,2245,antisense
UBXN10,ENSG00000162543,9964,protein_coding
RP3-340N1.6,ENSG00000228105,1561,lincRNA
VWA5B1,ENSG00000158816,63976,protein_coding
RP4-745E8.2,ENSG00000226664,28977,antisense
LINC01141,ENSG00000236963,70656,lincRNA
RP4-749H3.2,ENSG00000226487,950,lincRNA
CAMK2N1,ENSG00000162545,3830,protein_coding
MUL1,ENSG00000090432,8714,protein_coding
RPS4XP4,ENSG00000215520,763,processed_pseudogene
FAM43B,ENSG00000183114,2572,protein_coding
CDA,ENSG00000158825,29961,protein_coding
PINK1,ENSG00000158828,18057,protein_coding
MIR6084,ENSG00000273695,110,miRNA
PINK1-AS,ENSG00000117242,9537,antisense
DDOST,ENSG00000244038,9778,protein_coding
KIF17,ENSG00000117245,54004,protein_coding
RP5-930J4.5,ENSG00000235432,1280,unprocessed_pseudogene
SH2D5,ENSG00000189410,13106,protein_coding
RP5-930J4.2,ENSG00000233069,1073,antisense
HP1BP3,ENSG00000127483,44663,protein_coding
EIF4G3,ENSG00000075151,370597,protein_coding
RNU7-200P,ENSG00000251914,62,snRNA
MIR1256,ENSG00000221808,119,miRNA
RPS15AP6,ENSG00000233072,385,processed_pseudogene
RP11-487E1.2,ENSG00000236073,115,processed_pseudogene
HSPE1P27,ENSG00000235112,607,processed_pseudogene
ECE1,ENSG00000117298,128258,protein_coding
RP3-329E20.2,ENSG00000236936,1170,antisense
RP5-1071N3.1,ENSG00000231105,6485,antisense
PPP1R11P1,ENSG00000236216,376,processed_pseudogene
RP11-293F5.8,ENSG00000228823,1834,unprocessed_pseudogene
RP11-293F5.1,ENSG00000236009,1595,lincRNA
NBPF2P,ENSG00000227001,3343,unprocessed_pseudogene
HS6ST1P1,ENSG00000187952,1234,processed_pseudogene
CROCCP5,ENSG00000186543,3241,unprocessed_pseudogene
NBPF3,ENSG00000142794,44878,protein_coding
PFN1P10,ENSG00000176378,327,processed_pseudogene
ALPL,ENSG00000162551,69041,protein_coding
RP11-63N8.3,ENSG00000233431,4716,antisense
AL359815.1,ENSG00000221781,138,miRNA
RAP1GAP,ENSG00000076864,73149,protein_coding
USP48,ENSG00000090686,105309,protein_coding
U7,ENSG00000281866,56,snRNA
RP11-132G19.3,ENSG00000231978,307,processed_pseudogene
LDLRAD2,ENSG00000187942,12957,protein_coding
HSPG2,ENSG00000142798,115053,protein_coding
RP11-26H16.1,ENSG00000232037,483,processed_pseudogene
CELA3B,ENSG00000219073,21622,protein_coding
RN7SL386P,ENSG00000273610,297,misc_RNA
RNU6-1022P,ENSG00000201919,104,snRNA
CELA3A,ENSG00000142789,10884,protein_coding
RN7SL186P,ENSG00000278124,297,misc_RNA
RNU6-776P,ENSG00000201273,104,snRNA
RP1-224A6.3,ENSG00000228397,975,lincRNA
LINC00339,ENSG00000218510,6036,lincRNA
CDC42,ENSG00000070831,40320,protein_coding
CDC42-IT1,ENSG00000230068,5003,sense_intronic
RP1-224A6.8,ENSG00000271428,488,processed_pseudogene
RP1-224A6.9,ENSG00000271840,748,lincRNA
WNT4,ENSG00000162552,26665,protein_coding
MIR4418,ENSG00000266564,62,miRNA
RP11-415K20.1,ENSG00000234397,492,processed_pseudogene
RP11-415K20.2,ENSG00000279625,1853,TEC
ZBTB40,ENSG00000184677,79307,protein_coding
ZBTB40-IT1,ENSG00000237200,2235,sense_intronic
EPHA8,ENSG00000070886,40031,protein_coding
AL158086.1,ENSG00000276835,109,miRNA
C1QA,ENSG00000173372,3103,protein_coding
C1QC,ENSG00000159189,4481,protein_coding
C1QB,ENSG00000173369,8777,protein_coding
EPHB2,ENSG00000133216,210662,protein_coding
MIR4684,ENSG00000265422,82,miRNA
AL611946.1,ENSG00000216157,95,miRNA
RP11-69E9.1,ENSG00000225952,1137,antisense
MIR4253,ENSG00000264014,68,miRNA
LACTBL1,ENSG00000215906,12296,protein_coding
C1ORF234,ENSG00000227868,5017,protein_coding
KDM1A,ENSG00000004487,64242,protein_coding
RP1-184J9.2,ENSG00000240553,67912,antisense
MIR3115,ENSG00000263793,68,miRNA
MIR4419A,ENSG00000266802,77,miRNA
LUZP1,ENSG00000169641,93786,protein_coding
RP5-979D14.1,ENSG00000229010,818,processed_pseudogene
RNU6-514P,ENSG00000206935,107,snRNA
RNU6-135P,ENSG00000252578,101,snRNA
HTR1D,ENSG00000179546,2835,protein_coding
RP5-1057J7.1,ENSG00000215381,460,processed_pseudogene
LINC01355,ENSG00000261326,5444,lincRNA
HNRNPR,ENSG00000125944,40566,protein_coding
ZNF436,ENSG00000125945,9995,protein_coding
ZNF436-AS1,ENSG00000249087,2843,antisense
Y_RNA,ENSG00000201405,93,misc_RNA
RP5-1057J7.7,ENSG00000271420,650,lincRNA
TCEA3,ENSG00000204219,43680,protein_coding
RP4-654C18.1,ENSG00000232482,1315,processed_pseudogene
ASAP3,ENSG00000088280,56006,protein_coding
E2F2,ENSG00000007968,24791,protein_coding
METAZOA_SRP,ENSG00000280791,279,misc_RNA
RP1-150O5.3,ENSG00000235052,1777,lincRNA
ID3,ENSG00000117318,1877,protein_coding
MDS2,ENSG00000197880,59074,protein_coding
RP11-223J15.2,ENSG00000229239,9966,unprocessed_pseudogene
RPL11,ENSG00000142676,4647,protein_coding
TCEB3,ENSG00000011007,18905,protein_coding
TCEB3-AS1,ENSG00000236810,17906,antisense
PITHD1,ENSG00000057757,9828,protein_coding
LYPLA2,ENSG00000011009,4570,protein_coding
GALE,ENSG00000117308,5206,protein_coding
HMGCL,ENSG00000117305,36736,protein_coding
FUCA1,ENSG00000179163,23218,protein_coding
CNR2,ENSG00000188822,42837,protein_coding
BTBD6P1,ENSG00000229106,1267,processed_pseudogene
RP11-4M23.3,ENSG00000232557,775,antisense
MIR378F,ENSG00000264926,78,miRNA
RP11-4M23.4,ENSG00000230228,368,processed_pseudogene
PNRC2,ENSG00000189266,4354,protein_coding
SRSF10,ENSG00000188529,16124,protein_coding
RP11-4M23.7,ENSG00000215905,639,processed_pseudogene
RP11-293P20.2,ENSG00000225315,45965,antisense
MYOM3,ENSG00000142661,56141,protein_coding
RP11-293P20.4,ENSG00000230703,16792,antisense
IL22RA1,ENSG00000142677,23351,protein_coding
IFNLR1,ENSG00000185436,33803,protein_coding
RP11-10N16.2,ENSG00000230023,11454,lincRNA
AL590683.1,ENSG00000221032,114,miRNA
AL590683.2,ENSG00000266511,89,miRNA
RP11-10N16.3,ENSG00000232298,14346,antisense
GRHL3,ENSG00000158055,45161,protein_coding
STPG1,ENSG00000001460,59936,protein_coding
NIPAL3,ENSG00000001461,57183,protein_coding
RCAN3,ENSG00000117602,38690,protein_coding
RP4-594I10.3,ENSG00000264443,17223,lincRNA
NCMAP,ENSG00000184454,53218,protein_coding
RP11-496D1.2,ENSG00000227312,348,processed_pseudogene
Y_RNA,ENSG00000239106,103,misc_RNA
SRRM1,ENSG00000133226,41552,protein_coding
CLIC4,ENSG00000169504,98968,protein_coding
RNU6-1208P,ENSG00000238482,107,snRNA
RUNX3,ENSG00000020633,65611,protein_coding
MIR6731,ENSG00000278034,72,miRNA
RP11-84D1.1,ENSG00000229162,1753,antisense
RP11-84D1.2,ENSG00000261025,2443,lincRNA
MIR4425,ENSG00000264371,84,miRNA
RP4-799D16.1,ENSG00000233755,69414,lincRNA
RP4-781L3.1,ENSG00000233419,402,processed_pseudogene
RP4-706G24.1,ENSG00000231953,731,antisense
SYF2,ENSG00000117614,9824,protein_coding
RSRP1,ENSG00000117616,95977,protein_coding
RP3-465N24.6,ENSG00000272432,485,lincRNA
RP3-465N24.5,ENSG00000261349,1035,unprocessed_pseudogene
RHD,ENSG00000187010,58053,protein_coding
SDHDP6,ENSG00000224183,480,processed_pseudogene
RP11-335G20.7,ENSG00000259984,1037,unprocessed_pseudogene
TMEM50A,ENSG00000183726,24445,protein_coding
RHCE,ENSG00000188672,67944,protein_coding
RP3-469D22.1,ENSG00000238084,478,processed_pseudogene
TMEM57,ENSG00000204178,69352,protein_coding
LDLRAP1,ENSG00000157978,25307,protein_coding
RP11-70P17.1,ENSG00000225643,8879,lincRNA
MAN1C1,ENSG00000117643,168740,protein_coding
RP1-187B23.1,ENSG00000233478,14568,antisense
SEPN1,ENSG00000162430,18049,protein_coding
RP1-317E23.6,ENSG00000255054,12275,protein_coding
RP1-317E23.3,ENSG00000228172,4049,antisense
MTFR1L,ENSG00000117640,14303,protein_coding
RP1-317E23.7,ENSG00000272478,222,antisense
AUNIP,ENSG00000127423,27546,protein_coding
RP1-125I3.2,ENSG00000236528,3808,antisense
PAQR7,ENSG00000182749,10044,protein_coding
Y_RNA,ENSG00000207302,110,misc_RNA
STMN1,ENSG00000117632,22811,protein_coding
SNRPFP2,ENSG00000229786,251,processed_pseudogene
RP1-125I3.4,ENSG00000223624,140,processed_pseudogene
MIR3917,ENSG00000264021,93,miRNA
AL033528.1,ENSG00000266763,74,miRNA
PAFAH2,ENSG00000158006,38391,protein_coding
RNU6-110P,ENSG00000207237,104,snRNA
SCARNA17,ENSG00000252190,125,scaRNA
SCARNA18,ENSG00000252691,84,scaRNA
EXTL1,ENSG00000158008,16581,protein_coding
SLC30A2,ENSG00000158014,8882,protein_coding
TRIM63,ENSG00000158022,17133,protein_coding
AL391650.1,ENSG00000265320,100,miRNA
PDIK1L,ENSG00000175087,14379,protein_coding
FAM110D,ENSG00000197245,3609,protein_coding
ZNF593,ENSG00000142684,2190,protein_coding
RP11-96L14.7,ENSG00000236782,1875,antisense
CNKSR1,ENSG00000142675,12484,protein_coding
CATSPER4,ENSG00000188782,12408,protein_coding
RP11-231P20.2,ENSG00000236155,20100,transcribed_unprocessed_pseudogene
RP11-231P20.6,ENSG00000278572,1896,unprocessed_pseudogene
CEP85,ENSG00000130695,44886,protein_coding
RP11-231P20.5,ENSG00000270733,358,processed_pseudogene
SH3BGRL3,ENSG00000142669,2347,protein_coding
UBXN11,ENSG00000158062,37036,protein_coding
CD52,ENSG00000169442,2567,protein_coding
AIM1L,ENSG00000176092,32272,protein_coding
RP11-569G9.7,ENSG00000225854,346,processed_pseudogene
ZNF683,ENSG00000176083,12889,protein_coding
LIN28A,ENSG00000131914,18945,protein_coding
DHDDS,ENSG00000117682,39013,protein_coding
RP3-476K8.4,ENSG00000223583,535,processed_pseudogene
RP3-476K8.3,ENSG00000225891,4527,antisense
HMGN2,ENSG00000198830,3523,protein_coding
DPPA2P2,ENSG00000224129,897,processed_pseudogene
RPS6KA1,ENSG00000117676,45270,protein_coding
MIR1976,ENSG00000238705,52,miRNA
RN7SL679P,ENSG00000243905,304,misc_RNA
Y_RNA,ENSG00000252802,102,misc_RNA
RNU7-29P,ENSG00000252429,64,snRNA
RP11-492M19.3,ENSG00000229247,238,processed_pseudogene
SNOU13,ENSG00000238316,104,snoRNA
RP4-785J1.1,ENSG00000235069,235,processed_pseudogene
RP5-968P14.2,ENSG00000260063,2000,antisense
ARID1A,ENSG00000117713,86072,protein_coding
PIGV,ENSG00000060642,10927,protein_coding
RN7SL165P,ENSG00000241188,291,misc_RNA
ZDHHC18,ENSG00000204160,30893,protein_coding
SFN,ENSG00000175793,1320,protein_coding
RP1-50O24.6,ENSG00000226698,2113,antisense
GPN2,ENSG00000142751,14165,protein_coding
GPATCH3,ENSG00000198746,9979,protein_coding
NUDC,ENSG00000090273,46625,protein_coding
NR0B2,ENSG00000131910,2478,protein_coding
KDF1,ENSG00000175707,10845,protein_coding
RP11-344H11.4,ENSG00000172746,811,unprocessed_pseudogene
RP11-344H11.5,ENSG00000224064,397,processed_pseudogene
OSTCP2,ENSG00000225294,444,processed_pseudogene
TRNP1,ENSG00000253368,7192,protein_coding
FAM46B,ENSG00000158246,7817,protein_coding
FKSG62,ENSG00000280403,375,protein_coding
SLC9A1,ENSG00000090020,68167,protein_coding
RP11-40H20.5,ENSG00000229985,527,processed_pseudogene
CHCHD3P3,ENSG00000214973,640,processed_pseudogene
NPM1P39,ENSG00000225159,867,processed_pseudogene
SNRPEP7,ENSG00000225990,220,processed_pseudogene
RP11-40H20.4,ENSG00000224311,5247,antisense
WDTC1,ENSG00000142784,74118,protein_coding
Y_RNA,ENSG00000252098,104,misc_RNA
RP11-4K3__A.3,ENSG00000243659,599,processed_pseudogene
TMEM222,ENSG00000186501,14256,protein_coding
RNU6-48P,ENSG00000206888,107,snRNA
ACTG1P20,ENSG00000241547,468,processed_pseudogene
FO393419.1,ENSG00000281023,84,miRNA
SYTL1,ENSG00000142765,11918,protein_coding
MAP3K6,ENSG00000142733,11709,protein_coding
FCN3,ENSG00000142748,5713,protein_coding
CD164L2,ENSG00000174950,4205,protein_coding
RP1-144C9.2,ENSG00000231207,678,processed_pseudogene
GPR3,ENSG00000181773,3171,protein_coding
WASF2,ENSG00000158195,85933,protein_coding
RP4-752I6.1,ENSG00000241169,2385,lincRNA
RP1-159A19.4,ENSG00000237429,4757,antisense
AHDC1,ENSG00000126705,70397,protein_coding
FGR,ENSG00000000938,23214,protein_coding
RP1-159A19.3,ENSG00000235912,192,processed_pseudogene
RP11-288L9.1,ENSG00000233975,2395,lincRNA
IFI6,ENSG00000126709,6158,protein_coding
RP11-288L9.4,ENSG00000225886,33596,antisense
RNU6-949P,ENSG00000206767,107,snRNA
CHMP1AP1,ENSG00000226662,662,processed_pseudogene
RNU6-424P,ENSG00000207095,105,snRNA
FAM76A,ENSG00000009780,37144,protein_coding
RP3-426I6.2,ENSG00000231344,349,processed_pseudogene
RPEP3,ENSG00000230833,676,processed_pseudogene
STX12,ENSG00000117758,51270,protein_coding
RP3-426I6.5,ENSG00000269971,184,sense_intronic
AL020997.1,ENSG00000276889,88,miRNA
RP3-426I6.6,ENSG00000270031,359,sense_intronic
RNU6-1245P,ENSG00000223062,106,snRNA
PPP1R8,ENSG00000117751,20899,protein_coding
SCARNA1,ENSG00000252947,166,scaRNA
AL109927.1,ENSG00000278868,171,protein_coding
THEMIS2,ENSG00000130775,14143,protein_coding
RPA2,ENSG00000117748,23223,protein_coding
SMPDL3B,ENSG00000130768,24165,protein_coding
RP11-460I13.2,ENSG00000227050,21319,antisense
XKR8,ENSG00000158156,8635,protein_coding
EYA3,ENSG00000158161,118353,protein_coding
RP11-460I13.6,ENSG00000238231,367,processed_pseudogene
METAZOA_SRP,ENSG00000281570,256,misc_RNA
RN7SL559P,ENSG00000240750,297,misc_RNA
AL137792.1,ENSG00000280526,106,miRNA
SPCS2P4,ENSG00000228589,681,processed_pseudogene
RP5-1053E7.2,ENSG00000228943,560,processed_pseudogene
RP5-1053E7.3,ENSG00000214812,873,processed_pseudogene
RNU6-176P,ENSG00000253005,105,snRNA
PTAFR,ENSG00000169403,46771,protein_coding
DNAJC8,ENSG00000126698,33570,protein_coding
ATPIF1,ENSG00000130770,10798,protein_coding
RP5-1092A3.4,ENSG00000270605,1945,antisense
RP5-1092A3.5,ENSG00000271398,425,lincRNA
SESN2,ENSG00000130766,22965,protein_coding
MED18,ENSG00000130772,6966,protein_coding
PHACTR4,ENSG00000204138,130788,protein_coding
Y_RNA,ENSG00000206779,101,misc_RNA
RP1-308E4.1,ENSG00000229820,394,processed_pseudogene
RNU6ATAC27P,ENSG00000221216,119,snRNA
RCC1,ENSG00000180198,33358,protein_coding
SNHG3,ENSG00000242125,4913,sense_intronic
SNORA73A,ENSG00000274266,206,snoRNA
SNORA73B,ENSG00000200087,204,snoRNA
PRDX3P2,ENSG00000231468,910,processed_pseudogene
RP4-669K10.8,ENSG00000279443,2083,TEC
TRNAU1AP,ENSG00000180098,25461,protein_coding
SNHG12,ENSG00000197989,4446,antisense
SNORD99,ENSG00000221539,74,snoRNA
SNORA61,ENSG00000278274,130,snoRNA
SNORA44,ENSG00000273544,132,snoRNA
SNORA16A,ENSG00000280498,135,snoRNA
SNORA16A,ENSG00000274582,137,snoRNA
TAF12,ENSG00000120656,53763,protein_coding
RAB42,ENSG00000188060,3244,protein_coding
RP11-442N24__B.1,ENSG00000229388,5354,lincRNA
RNU11,ENSG00000270103,131,lincRNA
RNU11,ENSG00000274978,134,snRNA
GMEB1,ENSG00000162419,50622,protein_coding
SCARNA24,ENSG00000252777,130,scaRNA
YTHDF2,ENSG00000198492,33155,protein_coding
OPRD1,ENSG00000116329,59126,protein_coding
RP1-212P9.3,ENSG00000233427,6854,antisense
Y_RNA,ENSG00000199756,110,misc_RNA
EPB41,ENSG00000159023,232956,protein_coding
RP4-604A21.1,ENSG00000225616,331,processed_pseudogene
Y_RNA,ENSG00000206704,101,misc_RNA
METAZOA_SRP,ENSG00000277958,282,misc_RNA
TMEM200B,ENSG00000253304,4508,protein_coding
RP11-242O24.3,ENSG00000225750,2501,lincRNA
SRSF4,ENSG00000116350,34245,protein_coding
UC_338,ENSG00000277916,169,misc_RNA
MECR,ENSG00000116353,38070,protein_coding
RP11-467D18.2,ENSG00000237934,884,antisense
PTPRU,ENSG00000060656,90298,protein_coding
AL645859.1,ENSG00000221550,100,miRNA
RP3-437I16.1,ENSG00000230523,20495,lincRNA
AL139151.1,ENSG00000266678,82,miRNA
RP11-810H18.1,ENSG00000225011,8701,unprocessed_pseudogene
AC092265.1,ENSG00000221126,134,miRNA
RP4-656G21.1,ENSG00000228176,697,lincRNA
AL645944.1,ENSG00000222787,104,miRNA
RP11-179G8.1,ENSG00000270927,493,processed_pseudogene
RP11-111I12.1,ENSG00000233399,23661,lincRNA
RP5-893G23.1,ENSG00000233372,1345,lincRNA
RP3-357I16.1,ENSG00000231251,93,processed_pseudogene
RP4-591L5.1,ENSG00000236335,2079,lincRNA
RP4-591L5.2,ENSG00000231949,5284,lincRNA
MATN1,ENSG00000162510,12311,protein_coding
MATN1-AS1,ENSG00000186056,8324,antisense
LAPTM5,ENSG00000162511,25352,protein_coding
MIR4420,ENSG00000264773,77,miRNA
METAZOA_SRP,ENSG00000280823,241,misc_RNA
RP5-1125N11.1,ENSG00000229607,5176,lincRNA
RP1-65J11.1,ENSG00000223382,10057,lincRNA
RN7SKP91,ENSG00000222784,288,misc_RNA
RP1-65J11.5,ENSG00000235143,2097,antisense
SDC3,ENSG00000162512,39295,protein_coding
RN7SL371P,ENSG00000266210,267,misc_RNA
PUM1,ENSG00000134644,134486,protein_coding
RP11-201O14.1,ENSG00000237329,507,processed_pseudogene
RP11-201O14.2,ENSG00000232768,163,processed_pseudogene
SEPW1P,ENSG00000215900,572,processed_pseudogene
RP11-490K7.1,ENSG00000225142,436,processed_pseudogene
NKAIN1,ENSG00000084628,59810,protein_coding
SNRNP40,ENSG00000060688,37215,protein_coding
RP11-490K7.4,ENSG00000229447,437,processed_pseudogene
ZCCHC17,ENSG00000121766,67972,protein_coding
RP11-266K22.2,ENSG00000229044,13733,antisense
FABP3,ENSG00000121769,11226,protein_coding
SERINC2,ENSG00000168528,25116,protein_coding
